Zipcode,EstimatedPopulation,TotalWages,Result
18960,11241.0,288210398.0,25639.213415176586
18962,573.0,13994507.0,24423.223385689354
18963,585.0,23491109.0,40155.74188034188
18964,12365.0,303759963.0,24566.111039223615
18966,109545.0,3332245137.0,30418.961495275915
18969,26854.0,705556274.0,26273.786921873838
18970,2244.0,49884117.0,22229.998663101604
18972,5286.0,134023720.0,25354.46840711313
18974,149316.0,3666780048.0,24557.181065659406
18976,18088.0,556000539.0,30738.64103272888
18977,12081.0,696323304.0,57637.88626769307
18980,484.0,13272241.0,27421.98553719008
19001,45018.0,1218587157.0,27068.887045181928
19002,144070.0,6354419275.0,44106.470986326094
19003,10660.0,390875893.0,36667.532176360226
19004,36660.0,1639833956.0,44730.87714129842
19006,59262.0,2017484118.0,34043.46998076339
19007,71112.0,1409534700.0,19821.333952075598
19008,73728.0,2091848252.0,28372.507758246527
19009,922.0,20164809.0,21870.725596529282
19010,31460.0,2185169658.0,69458.66681500318
19012,5933.0,165115246.0,27829.97572897354
19013,237149.0,3369910720.0,14210.098798645577
19014,148016.0,4170705632.0,28177.397254350883
19015,54208.0,1203813492.0,22207.30320247934
19017,888.0,31045560.0,34961.21621621621
19018,158128.0,3682262840.0,23286.595922290802
19020,236380.0,5866251150.0,24817.036762839496
19021,17260.0,377447282.0,21868.324565469295
19022,8130.0,145414518.0,17886.164575645755
19023,48165.0,803232675.0,16676.68794767985
19025,10704.0,441818382.0,41276.00728699552
19026,133615.0,3768641400.0,28205.226958051117
19027,65816.0,1970986796.0,29946.9246991613
19029,13812.0,305645960.0,22129.01534897191
19030,22030.0,541976054.0,24601.727371765774
19031,4002.0,154748671.0,38667.83383308346
19032,5451.0,106753246.0,19584.158136121812
19033,13748.0,344393990.0,25050.47934244981
19034,24268.0,1330384268.0,54820.51541124114
19035,3761.0,353254555.0,93925.69928210582
19036,43964.0,987720820.0,22466.582203621143
19038,161550.0,5140155084.0,31817.73496750232
19040,37686.0,963614972.0,25569.57416547259
19041,4830.0,403717818.0,83585.4695652174
19043,2430.0,56451132.0,23230.91851851852
19044,14168.0,411685672.0,29057.430265386785
19046,171620.0,6612920540.0,38532.34203472789
19047,153800.0,4868783630.0,31656.59057217165
19050,115280.0,2650886525.0,22995.198863636364
19053,169666.0,4546280081.0,26795.469221882995
19054,45420.0,1054073868.0,23207.262615587846
19055,11766.0,258651472.0,21982.95699473058
19056,41430.0,1002824118.0,24205.26473569877
19057,14645.0,328452143.0,22427.59597132127
19061,234909.0,7026661728.0,29912.271253974945
19063,310400.0,11502195020.0,37056.040657216494
19064,44636.0,1313050450.0,29416.84850793082
19066,20032.0,1170136296.0,58413.353434504796
19067,141015.0,5569450083.0,39495.44433570897
19070,19002.0,488776977.0,25722.39643195453
19072,17542.0,921268478.0,52517.87014023487
19073,32898.0,1627902874.0,49483.33862240866
19074,5208.0,123907251.0,23791.714861751152
19075,6573.0,201600917.0,30671.06602768903
19076,5397.0,127700744.0,23661.431165462294
19078,9956.0,255738812.0,25686.903575733228
19079,7196.0,129870560.0,18047.604224569204
19081,8194.0,295366705.0,36046.70551623139
19082,154140.0,2593489320.0,16825.543791358505
19083,97596.0,3031275714.0,31059.425734661258
19085,10692.0,1246586838.0,116590.61335578002
19086,52920.0,1883269255.0,35587.098544973545
19087,162768.0,9753487980.0,59922.638233559424
19090,16854.0,414603701.0,24599.72119378189
19094,3711.0,78000331.0,21018.68256534627
19095,10248.0,325854148.0,31796.852849336457
19096,38052.0,1924659792.0,50579.7275307474
19101,3154.0,55717256.0,17665.58528852251
19102,16045.0,1178047590.0,73421.47647242132
19103,63444.0,3434649560.0,54136.7120610302
19104,57219.0,1001217702.0,17497.99370838358
19105,1110.0,23250672.0,20946.55135135135
19106,31476.0,2246359472.0,71367.37425339941
19107,29452.0,1066949216.0,36226.71519760967
19111,234625.0,4531910200.0,19315.54693660096
19114,75180.0,1691159121.0,22494.80075818037
19115,53612.0,1169043424.0,21805.629784376633
19116,51502.0,1107179050.0,21497.787464564484
19118,22719.0,1134237402.0,49924.61824904265
19119,40968.0,1157805462.0,28261.215143526653
19120,95078.0,1424431410.0,14981.714066345527
19121,35852.0,450558610.0,12567.18202610733
19122,19712.0,273239918.0,13861.602982954546
19123,15716.0,436105720.0,27749.15500127259
19124,87964.0,1235030588.0,14040.18221090446
19125,29190.0,584484820.0,20023.460774237752
19126,34479.0,634595082.0,18405.263551727137
19127,10362.0,355944132.0,34350.910248986685
19128,54084.0,1569917124.0,29027.38562236521
19129,14350.0,435935646.0,30378.790662020907
19130,32734.0,1297375032.0,39633.86790493065
19131,53978.0,970294874.0,17975.747045092445
19132,44972.0,565679592.0,12578.484212398826
19133,30192.0,302406840.0,10016.12480127186
19134,71482.0,928698004.0,12992.053999608293
19135,45812.0,806443620.0,17603.327075875317
19136,51278.0,1029430836.0,20075.487265493975
19137,12616.0,248522110.0,19698.962428662016
19138,45960.0,740614000.0,16114.31679721497
19139,51030.0,709855410.0,13910.550852439741
19140,66090.0,783885862.0,11860.88458163111
19141,40936.0,637149800.0,15564.53488372093
19142,40792.0,536974540.0,13163.721808197686
19143,85562.0,1343790792.0,15705.462611907154
19144,54230.0,960847606.0,17718.00859302969
19145,65100.0,1172305160.0,18007.75975422427
19146,45866.0,1262604222.0,27528.108446343696
19147,49292.0,1708013438.0,34650.92587032379
19148,101868.0,1880660331.0,18461.73804335022
19149,78706.0,1322414060.0,16801.947246715627
19150,56250.0,1109247018.0,19719.946986666666
19151,89280.0,1741151504.0,19502.144982078855
19152,50242.0,958917748.0,19085.978822499103
19153,26403.0,526061721.0,19924.316214066585
19154,56414.0,1297237208.0,22994.95174956571
19301,6346.0,271445425.0,42774.25543649543
19310,5020.0,107457634.0,21405.903187250995
19311,8721.0,257043672.0,29474.105263157893
19312,21498.0,1255992930.0,58423.71057772816
19317,9306.0,466338116.0,50111.55340640447
19320,369027.0,9633488283.0,26105.104187498477
19330,4769.0,117915058.0,24725.321451037955
19333,6268.0,365407905.0,58297.368379068284
19335,84466.0,3024724444.0,35809.96429332512
19341,46515.0,1834501656.0,39438.926281844564
19342,14826.0,544549459.0,36729.3578173479
19343,21354.0,927059505.0,43413.857122787296
19344,29886.0,638602332.0,21367.942581810883
19348,39408.0,1369220178.0,34744.72640073082
19350,10195.0,427744389.0,41956.29122118685
19352,36550.0,1280471640.0,35033.42380300957
19355,43894.0,2261244614.0,51516.029844625686
19362,4788.0,103119217.0,21537.012740183793
19363,13753.0,328479157.0,23884.18214207809
19365,6118.0,137602365.0,22491.396698267406
19369,456.0,8716460.0,19115.043859649122
19372,4372.0,125041640.0,28600.558096980785
19373,2474.0,106225602.0,42936.78334680679
19374,1551.0,21058737.0,13577.522243713733
19375,965.0,32708883.0,33895.21554404145
19380,129843.0,4699398426.0,36192.92858298098
19382,41450.0,1687695566.0,40716.41896260555
19390,24200.0,621025646.0,25662.216776859503
19401,117592.0,2372360872.0,20174.509082250494
19403,263263.0,8227055998.0,31250.331410034833
19404,384.0,7172207.0,18677.622395833332
19405,8300.0,187773128.0,22623.26843373494
19406,60255.0,1952605614.0,32405.702663679363
19421,462.0,18661270.0,40392.35930735931
19422,52260.0,2269652259.0,43430.00878300804
19425,24018.0,1303341198.0,54265.1843617287
19426,124352.0,4900111188.0,39405.165883942354
19428,58804.0,2101750144.0,35741.61866539691
19435,494.0,6771111.0,13706.702429149798
19436,1238.0,26028292.0,21024.468497576738
19437,2546.0,232901092.0,91477.2553024352
19438,41168.0,1389412746.0,33749.823795180724
19440,32784.0,884190130.0,26970.172340165933
19442,1001.0,33030996.0,32997.998001998
19444,28674.0,1247172519.0,43494.891504498846
19446,95586.0,3020088112.0,31595.506789697236
19453,2330.0,62160918.0,26678.50557939914
19454,72477.0,2599169781.0,35861.99457759013
19456,711.0,19532215.0,27471.46976090014
19460,32622.0,1206707356.0,36990.60008583165
19462,39786.0,1468331673.0,36905.73752073594
19464,117036.0,2726909988.0,23299.75381933764
19465,14626.0,446424214.0,30522.64556269657
19468,67071.0,2114327676.0,31523.723755423358
19473,62960.0,2120947455.0,33687.22133100381
19474,1183.0,39931327.0,33754.29163144548
19475,8983.0,273158219.0,30408.351218969165
19481,573.0,22066648.0,38510.7294938918
19490,692.0,27252433.0,39382.12861271676
19492,1072.0,23589998.0,22005.59514925373
19501,1066.0,20947643.0,19650.69699812383
19503,2198.0,46999388.0,21382.797088262058
19504,26946.0,675662724.0,25074.69472277889
19505,9012.0,196144551.0,21764.819241011985
19506,32290.0,719552915.0,22284.0791266646
19507,5726.0,102498028.0,17900.458959133775
19508,139370.0,3335472540.0,23932.50010762718
19510,6753.0,170667121.0,25272.78557678069
19512,195130.0,4586040719.0,23502.4892071952
19518,91399.0,2584638105.0,28278.625641418395
19520,30900.0,869380248.0,28135.283106796116
19522,156852.0,3762513420.0,23987.666207635222
19525,60050.0,1754542845.0,29218.03238967527
19526,88191.0,1750967919.0,19854.269925502602
19529,26970.0,592399670.0,21965.134223210975
19530,45960.0,996808125.0,21688.601501305482
19533,17016.0,418835316.0,24614.20521861777
19534,3724.0,81022696.0,21756.900107411384
19536,430.0,8430933.0,19606.82093023256
19539,37584.0,903704103.0,24044.91546934866
19540,76244.0,1978320141.0,25947.223925817114
19541,3997.0,102306180.0,25595.741806354767
19543,4967.0,131934735.0,26562.25790215422
19545,1491.0,28154955.0,18883.26961770624
19547,28826.0,730044378.0,25325.899465760078
19550,824.0,14113674.0,17128.245145631066
19551,4573.0,102054462.0,22316.742182374808
19554,495.0,9862817.0,19924.88282828283
19555,9669.0,197016339.0,20376.082221532735
19559,824.0,14928112.0,18116.64077669903
19560,27860.0,558881492.0,20060.35506101938
19562,2093.0,40645405.0,19419.687052078356
19565,7511.0,166501806.0,22167.72813207296
19567,18336.0,354089388.0,19311.15772251309
19601,45074.0,555594640.0,12326.277676709411
19602,35544.0,404871738.0,11390.719615124915
19603,695.0,7070509.0,10173.394244604317
19604,19119.0,246794843.0,12908.355196401486
19605,174370.0,3637029120.0,20858.112748752654
19606,389805.0,9402558009.0,24121.183691845923
19607,56721.0,1366398783.0,24089.82181202729
19608,186777.0,5316322311.0,28463.474148315905
19609,63791.0,1319401503.0,20683.192033358937
19610,40839.0,1255870722.0,30751.750091823993
19611,14840.0,256448324.0,17280.884366576818
19612,935.0,15896707.0,17001.825668449197
19701,34541.0,1014109805.0,29359.59598737732
19702,82902.0,2204571000.0,26592.494752840703
19703,11662.0,249634745.0,21405.826187617906
19706,1603.0,33496660.0,20896.232064878353
19707,15507.0,608529429.0,39242.24085896692
19709,29310.0,880335191.0,30035.31869669055
19711,37619.0,1193272981.0,31719.954836651694
19713,25300.0,564685749.0,22319.594822134386
19714,1147.0,43663208.0,38067.312990409766
19720,142065.0,3013586823.0,21212.732361946997
19730,565.0,13040208.0,23080.014159292034
19734,17296.0,455673514.0,26345.600948196115
19801,9225.0,163136004.0,17684.119674796748
19802,34906.0,700800058.0,20076.779292958232
19803,58779.0,2094346767.0,35630.867605777574
19804,45471.0,935288667.0,20568.904730487564
19805,60868.0,1173869262.0,19285.490931195374
19806,7007.0,299208731.0,42701.403025545886
19807,14386.0,1069521544.0,74344.60892534409
19808,66456.0,1769212782.0,26622.318255687973
19809,36486.0,996200178.0,27303.628186153594
19810,67806.0,2089765299.0,30819.76962215733
19850,442.0,9434798.0,21345.696832579186
19899,707.0,13738277.0,19431.79207920792
19901,49658.0,875696592.0,17634.552176889927
19902,1026.0,17187597.0,16752.043859649122
19903,804.0,14735224.0,18327.39303482587
19904,25911.0,520670043.0,20094.55609586662
19930,6963.0,121224315.0,17409.7824213701
19933,6704.0,104176643.0,15539.475387828163
19934,76188.0,1696912581.0,22272.701488423372
19938,6886.0,157922005.0,22933.779407493465
19939,5123.0,85763549.0,16740.884052313097
19940,4493.0,80530281.0,17923.49899844202
19941,1916.0,30041407.0,15679.231210855949
19943,9612.0,183239892.0,19063.659176029963
19944,1764.0,28064324.0,15909.480725623584
19945,5338.0,84543632.0,15838.0726863994
19946,3517.0,62824041.0,17862.963036678986
19947,12253.0,200704569.0,16380.035011833837
19950,10630.0,177550100.0,16702.737535277516
19951,1447.0,25129442.0,17366.580511402903
19952,8258.0,141512863.0,17136.457132477597
19953,3609.0,66294136.0,18369.114990302023
19954,1320.0,24863527.0,18836.005303030302
19956,12111.0,200021101.0,16515.655272066717
19958,31988.0,619999592.0,19382.255595848445
19960,4918.0,81769088.0,16626.492069947133
19962,8138.0,171865347.0,21118.867903661834
19963,29980.0,558310202.0,18622.75523682455
19964,1082.0,19266052.0,17805.96303142329
19966,37024.0,585561102.0,15815.716886343993
19968,8225.0,161546558.0,19640.918905775077
19970,20504.0,326959936.0,15946.153726102224
19971,39700.0,854750576.0,21530.24120906801
19973,38234.0,673839622.0,17624.094313961396
19975,19377.0,305402187.0,15761.06657377303
19977,16165.0,354923882.0,21956.318094648934
19979,646.0,12998460.0,20121.455108359132
20001,24117.0,909414079.0,37708.42472115105
20002,36260.0,1188038068.0,32764.425482625484
20003,17237.0,846926465.0,49134.2150606254
20004,1298.0,105043804.0,80927.42989214175
20005,8862.0,505047938.0,56990.288648160684
20006,1044.0,41161797.0,39427.00862068965
20007,17924.0,1182405215.0,65967.70893773712
20008,22011.0,1334262820.0,60618.00099950025
20009,35214.0,1735499068.0,49284.3490657125
20010,21381.0,641747798.0,30014.863570459755
20011,46009.0,1101457749.0,23940.049751135648
20012,10678.0,364324190.0,34119.14122494849
20013,776.0,26750397.0,34472.161082474224
20015,26714.0,1540340262.0,57660.41259264805
20016,22826.0,1461454312.0,64025.86138613861
20017,12242.0,324368026.0,26496.326253880085
20018,12041.0,301587994.0,25046.7564155801
20019,36915.0,640642401.0,17354.52799674929
20020,34165.0,636353396.0,18625.886023708474
20024,33060.0,1206266432.0,36487.18790078645
20030,405.0,7825996.0,19323.446913580246
20032,141336.0,2433075282.0,17214.830489047377
20036,4479.0,276290738.0,61685.80888591203
20037,5661.0,340906683.0,60220.2231054584
20057,1812.0,2744630.0,1514.69646799117
20090,836.0,23643932.0,28282.215311004784
20105,18004.0,802728644.0,44586.12774938902
20106,8282.0,230583396.0,27841.511229171698
20108,1594.0,38004138.0,23841.99372647428
20109,85986.0,2065063707.0,24016.278312748585
20110,34582.0,933349138.0,26989.449366722572
20111,50258.0,1414450302.0,28143.784113971906
20112,22284.0,890238216.0,39949.659666128166
20115,4132.0,132020975.0,31950.865198451113
20116,704.0,15945613.0,22650.018465909092
20117,1131.0,49083280.0,43398.12555260831
20118,1859.0,70837688.0,38105.265196342116
20119,3067.0,83160072.0,27114.467557874144
20120,70864.0,2736496236.0,38616.16950778957
20121,22529.0,748969634.0,33244.690576590176
20122,618.0,18593260.0,30086.18122977346
20124,13607.0,696588461.0,51193.39024031749
20129,1048.0,46522904.0,44392.083969465646
20132,23324.0,1024080434.0,43906.72414680158
20134,1558.0,41074792.0,26363.7946084724
20135,4700.0,153560896.0,32672.53106382979
20136,22107.0,845849788.0,38261.626995974126
20137,1651.0,59279256.0,35905.061175045426
20141,4601.0,192870813.0,41919.32471201912
20142,490.0,14476946.0,29544.78775510204
20143,1029.0,40476976.0,39336.22546161322
20144,768.0,29849839.0,38866.977864583336
20146,611.0,23807188.0,38964.301145662845
20147,45259.0,2005708619.0,44316.238074195186
20148,87884.0,4579774448.0,52111.58399708707
20151,36676.0,1329510404.0,36250.147344312354
20152,59127.0,2730243336.0,46175.91516566036
20153,1184.0,43729496.0,36933.69594594595
20155,23841.0,882945815.0,37034.7642716329
20158,3203.0,141237456.0,44095.36559475492
20164,31855.0,905008218.0,28410.24071574321
20165,56764.0,2515996344.0,44323.80283278134
20166,15458.0,552362962.0,35733.14542631647
20167,588.0,13362637.0,22725.5731292517
20169,17324.0,830569943.0,47943.31234126068
20170,34832.0,1258414632.0,36128.11874138723
20171,81142.0,3817462894.0,47046.694609450096
20172,729.0,25154385.0,34505.329218107
20175,21964.0,976274913.0,44448.86691859406
20176,111390.0,4923039642.0,44196.42375437651
20177,820.0,26736081.0,32604.976829268293
20180,5640.0,226118196.0,40091.878723404254
20181,7064.0,243145959.0,34420.43587202718
20186,34473.0,1096480953.0,31806.94900356801
20187,52448.0,1837605432.0,35036.71125686394
20188,2787.0,73056708.0,26213.386437029065
20189,8097.0,384770778.0,47520.16524638755
20190,27572.0,1254431276.0,45496.56448571014
20191,49098.0,2005490584.0,40846.68589351908
20194,23086.0,1400671948.0,60671.92012475093
20195,876.0,41580866.0,47466.74200913242
20197,1727.0,91281990.0,52855.81354950782
20198,1567.0,51951061.0,33153.197830248886
20390,1292.0,23660676.0,18313.216718266252
20521,978.0,43530082.0,44509.286298568506
20601,20090.0,611599535.0,30442.98332503733
20602,37300.0,1021453528.0,27384.81308310992
20603,44434.0,1560262756.0,35114.16383850205
20604,2356.0,59925406.0,25435.231748726655
20607,8377.0,304799662.0,36385.30046556046
20608,1444.0,37131690.0,25714.46675900277
20609,940.0,19474898.0,20717.97659574468
20611,951.0,27923322.0,29362.06309148265
20613,10256.0,320234173.0,31224.08083073323
20616,14613.0,425335542.0,29106.654485731884
20617,903.0,27635964.0,30604.611295681065
20618,616.0,14049064.0,22806.922077922078
20619,8705.0,270208598.0,31040.620103388857
20620,1254.0,36109455.0,28795.41866028708
20621,2624.0,63323560.0,24132.454268292684
20622,7782.0,212757126.0,27339.646106399385
20623,2531.0,92943837.0,36722.17977084156
20624,1077.0,29203563.0,27115.657381615598
20625,678.0,15491109.0,22848.243362831858
20628,556.0,15153508.0,27254.510791366905
20634,5941.0,173165833.0,29147.590136340685
20636,8431.0,254490988.0,30185.14861819476
20637,4794.0,159390216.0,33247.854818523156
20639,12778.0,430480876.0,33689.221787447175
20640,15764.0,407998624.0,25881.668612027403
20645,1488.0,47108358.0,31658.842741935485
20646,49350.0,1541067786.0,31227.31075987842
20650,10513.0,330330897.0,31421.183011509558
20653,49635.0,1332109110.0,26838.100332426715
20657,16379.0,435438236.0,26585.153916600524
20658,2056.0,49716092.0,24180.97859922179
20659,38912.0,1070161540.0,27502.095497532893
20662,2187.0,52183379.0,23860.71284865112
20664,2300.0,57147708.0,24846.82956521739
20667,533.0,13146612.0,24665.313320825517
20670,2619.0,69810357.0,26655.348224513175
20674,1286.0,35168770.0,27347.410575427682
20675,1515.0,47004889.0,31026.329372937293
20676,2964.0,89172070.0,30085.043859649122
20677,2081.0,71323745.0,34273.78423834695
20678,36240.0,972588420.0,26837.42880794702
20680,794.0,17418172.0,21937.2443324937
20684,2706.0,78937692.0,29171.356984478934
20685,11560.0,353010714.0,30537.258996539793
20688,1920.0,48350389.0,25182.494270833333
20689,1516.0,48404636.0,31929.179419525066
20690,671.0,25168129.0,37508.38897168406
20692,1054.0,28617466.0,27151.296015180265
20693,1079.0,34323930.0,31810.871177015757
20695,7316.0,242387240.0,33131.11536358666
20704,384.0,10705467.0,27878.8203125
20705,42244.0,1091665016.0,25841.895085692642
20706,124008.0,2914199256.0,23500.090768337526
20707,26214.0,763243289.0,29115.865148393987
20708,38796.0,1072145890.0,27635.47504897412
20710,6493.0,122820042.0,18915.761897427998
20711,5488.0,148271449.0,27017.392310495627
20712,13138.0,278541086.0,21201.178718221952
20714,13952.0,402275120.0,28832.79243119266
20715,21792.0,685860159.0,31473.024917400882
20716,69972.0,2461703740.0,35181.268793231575
20720,17823.0,689915951.0,38709.30544801661
20721,44942.0,1758876104.0,39136.57834542299
20722,37408.0,718413632.0,19204.812660393498
20723,48260.0,1715805196.0,35553.360878574385
20724,51564.0,1650611220.0,32010.922736793113
20725,465.0,12273236.0,26394.055913978496
20732,16800.0,550830802.0,32787.547738095236
20733,2606.0,80560569.0,30913.49539524175
20735,30519.0,948687929.0,31085.15773780268
20736,7915.0,274476949.0,34678.07315224258
20737,47043.0,865948122.0,18407.58714367706
20740,78165.0,2049810875.0,26224.152433953815
20743,148415.0,3088985305.0,20813.161102314458
20744,83080.0,2474764652.0,29787.730524795377
20745,83496.0,1856748704.0,22237.57669828495
20746,179232.0,4183313160.0,23340.21357793251
20747,92178.0,2235405933.0,24250.970220660027
20748,182538.0,4414759464.0,24185.426946717944
20749,974.0,31330762.0,32167.1067761807
20751,1944.0,58633820.0,30161.430041152264
20753,1852.0,44438136.0,23994.673866090714
20754,6409.0,221102032.0,34498.67873303167
20755,33665.0,687079670.0,20409.317391950095
20757,475.0,12426743.0,26161.564210526314
20758,746.0,22674042.0,30394.1581769437
20759,2725.0,133513155.0,48995.65321100917
20762,7716.0,144596427.0,18739.816874027994
20763,2285.0,54398099.0,23806.607877461705
20764,3585.0,106792417.0,29788.679776847977
20765,532.0,15496523.0,29128.802631578947
20768,400.0,11723459.0,29308.6475
20769,5725.0,212862938.0,37181.2992139738
20770,18966.0,501976589.0,26467.182800801434
20772,104085.0,3673104708.0,35289.47214296008
20773,1026.0,35117140.0,34227.23196881091
20774,248563.0,8276093560.0,33295.75825846969
20776,2800.0,93883151.0,33529.69678571429
20777,3036.0,142205219.0,46839.66370223979
20778,1676.0,62417425.0,37241.900357995226
20779,3480.0,116900733.0,33592.16465517241
20781,53910.0,1231953000.0,22852.031163049527
20782,236910.0,5326622770.0,22483.739690177703
20783,88452.0,1607531865.0,18174.058981142316
20784,168259.0,3472583611.0,20638.323126846113
20785,195531.0,4529779912.0,23166.556259621237
20787,1194.0,20458416.0,17134.35175879397
20791,1419.0,45529608.0,32085.699788583508
20792,1227.0,41399547.0,33740.46210268949
20794,7418.0,212703334.0,28673.946346724184
20814,22685.0,1271936324.0,56069.487502755124
20815,224343.0,13461185547.0,60002.699201668875
20816,13948.0,840956433.0,60292.25932033266
20817,62050.0,3570157412.0,57536.78343271555
20818,1588.0,85773564.0,54013.57934508816
20832,21823.0,825131376.0,37810.1716537598
20833,20835.0,927256311.0,44504.742548596114
20837,5273.0,199126867.0,37763.48700929262
20841,7969.0,318047979.0,39910.65114819927
20842,3022.0,112958608.0,37378.75843812045
20849,470.0,14339892.0,30510.4085106383
20850,37165.0,1500086447.0,40362.880317503026
20851,11459.0,287309289.0,25072.80644035256
20852,128880.0,5000642208.0,38800.76201117318
20853,26064.0,785048037.0,30120.013697053408
20854,89022.0,1368458248.0,15372.135517063198
20855,26380.0,1004813616.0,38089.977862016676
20860,1485.0,61519611.0,41427.347474747476
20861,1811.0,75112534.0,41475.72280508007
20866,11721.0,356273757.0,30396.191195290503
20868,651.0,19079126.0,29307.41321044547
20871,21062.0,810784566.0,38495.13654923559
20872,11276.0,371495027.0,32945.63914508691
20874,96672.0,3251803188.0,33637.48746276068
20875,716.0,19629281.0,27415.1969273743
20876,20992.0,662408800.0,31555.29725609756
20877,80400.0,1840502349.0,22891.82026119403
20879,85328.0,2575155476.0,30179.48945246578
20880,1378.0,47307342.0,34330.43686502177
20882,25130.0,1092261132.0,43464.43024273776
20886,81309.0,2370337110.0,29152.210825369886
20895,32380.0,1348734854.0,41653.330883261275
20896,905.0,40912971.0,45207.70276243094
20901,59806.0,1841715508.0,30794.82841186503
20902,78336.0,2047809530.0,26141.359400531044
20903,52962.0,1005453324.0,18984.42891129489
20904,134577.0,3630503082.0,26977.143806148153
20905,33032.0,1185847426.0,35899.958403971905
20906,318822.0,7168764066.0,22485.161205939363
20910,61322.0,2329484438.0,37987.74400704478
20912,38350.0,1087909450.0,28367.91264667536
20914,1082.0,27732424.0,25630.706099815157
21001,18383.0,415281197.0,22590.501931132025
21005,3426.0,67108245.0,19587.929071803854
21009,25308.0,779581367.0,30803.75244981824
21012,18695.0,666389092.0,35645.31115271463
21013,4382.0,164938787.0,37640.07005933364
21014,31074.0,936065910.0,30123.7661710755
21015,24922.0,827854965.0,33217.83825535671
21017,11008.0,315628894.0,28672.682957848836
21028,2971.0,94003338.0,31640.302255132952
21029,10412.0,524450184.0,50369.78332693047
21030,62142.0,2461837602.0,39616.32393550256
21032,7811.0,346338939.0,44339.89745231084
21034,3086.0,68371791.0,22155.47342838626
21035,7106.0,322306900.0,45357.00816211652
21036,1875.0,79202465.0,42241.314666666665
21037,17576.0,639791850.0,36401.447997269
21040,19332.0,409405527.0,21177.608472998138
21041,846.0,24056740.0,28435.862884160757
21042,69096.0,3135033250.0,45372.13803982864
21043,171755.0,6707646240.0,39053.57189019243
21044,34780.0,1311110241.0,37697.24672225417
21045,32742.0,1070924247.0,32707.966739967014
21046,13087.0,499070045.0,38134.79368839306
21047,10915.0,373961972.0,34261.28923499771
21048,19344.0,640691214.0,33120.92710918114
21050,16636.0,530715497.0,31901.628817023324
21053,2820.0,84586811.0,29995.32304964539
21054,9367.0,354966758.0,37895.45831109213
21057,3718.0,117683318.0,31652.317912856375
21060,23756.0,565745302.0,23814.83844081495
21061,42373.0,998187809.0,23557.16633233427
21071,984.0,27731634.0,28182.55487804878
21074,27250.0,760461918.0,27906.85937614679
21075,42814.0,1494595458.0,34909.035782687904
21076,20902.0,743186046.0,35555.73849392403
21078,29686.0,810008952.0,27285.890722899683
21082,825.0,25515358.0,30927.706666666665
21084,6986.0,204002723.0,29201.649441740625
21085,57236.0,1493658700.0,26096.489971346706
21087,10686.0,347359324.0,32506.019464720193
21090,26025.0,731575860.0,28110.503746397695
21093,133960.0,4921432992.0,36738.07847118543
21102,31080.0,821728290.0,26439.13416988417
21104,17624.0,902469720.0,51206.86109850204
21108,15559.0,585569314.0,37635.40805964394
21111,9100.0,387943950.0,42631.203296703294
21113,24516.0,856243960.0,34925.924294338394
21114,21751.0,818974224.0,37652.256172130015
21117,86390.0,3040049468.0,35189.83062854497
21120,19398.0,699918747.0,36082.0057222394
21122,207216.0,6217459872.0,30004.72874681492
21123,1635.0,43936605.0,26872.54128440367
21128,22774.0,754127400.0,33113.524194256606
21131,13810.0,714066766.0,51706.5000724113
21132,2367.0,60405448.0,25519.834389522603
21133,70269.0,1755747042.0,24986.08265380182
21136,57806.0,1917714284.0,33175.004048022696
21140,3133.0,122656390.0,39149.821257580596
21144,27098.0,842085438.0,31075.556793859327
21146,23707.0,902644194.0,38075.00712869617
21152,19720.0,841062540.0,42650.23022312373
21153,825.0,42120859.0,51055.58666666667
21154,5563.0,141327786.0,25404.958835160884
21155,4370.0,121696116.0,27848.081464530893
21157,60540.0,1651229342.0,27275.013908159894
21158,18082.0,485160426.0,26831.1263134609
21160,4310.0,104612640.0,24272.074245939675
21161,10020.0,301489810.0,30088.803393213573
21162,3333.0,86494489.0,25950.941794179416
21163,18312.0,704049546.0,38447.44134993447
21201,9628.0,239062941.0,24829.968944744494
21202,20896.0,540584612.0,25870.243683001532
21203,1082.0,26555990.0,24543.428835489834
21204,64120.0,2834691340.0,44209.160012476605
21205,28935.0,357871389.0,12368.114359771902
21206,77592.0,1554597954.0,20035.544308691617
21207,110046.0,2271500196.0,20641.369936208495
21208,56014.0,1725442652.0,30803.77498482522
21209,62766.0,2035171470.0,32424.743810343178
21210,18532.0,984435394.0,53120.83930498597
21211,23854.0,613921016.0,25736.60669070177
21212,50086.0,1789780608.0,35734.14942299245
21213,66870.0,1035617109.0,15487.021220278151
21214,31218.0,736319530.0,23586.377410468318
21215,80192.0,1302726542.0,16245.09355047885
21216,40672.0,608011414.0,14949.13980133753
21217,41120.0,678809598.0,16508.015515564202
21218,60570.0,1472481724.0,24310.413141819383
21219,40195.0,978519200.0,24344.30153004105
21220,63618.0,1455086310.0,22872.242289917947
21221,67886.0,1426824300.0,21017.94626285243
21222,132369.0,2539413642.0,19184.353149151237
21223,31008.0,408771274.0,13182.768124355005
21224,66300.0,1752401688.0,26431.398009049775
21225,68202.0,1184792388.0,17371.81296736166
21226,65220.0,1597445016.0,24493.177184912605
21227,106508.0,2420781492.0,22728.63533255718
21228,78176.0,2184348482.0,27941.42041035612
21229,67572.0,1287513896.0,19053.955721304683
21230,23055.0,801358880.0,34758.57211017133
